,Date,City,State,CompAddress
1182,2022-10-15,North Charleston,South Carolina,"Scarsdale Ave and Dorchester Rd, North Charleston, South Carolina, USA"
1184,2022-10-14,Kansas City,Missouri,"8000 block of Wayne Ave, Kansas City, Missouri, USA"
1185,2022-10-14,Bogalusa,Louisiana,"100 M J Israel Dr, Bogalusa, Louisiana, USA"
1186,2022-10-14,Indianapolis,Indiana,"4500 block of E Washington St, Indianapolis, Indiana, USA"
1187,2022-10-14,Bay Minette,Alabama,"4200 block of Nicholsville Rd, Bay Minette, Alabama, USA"
1188,2022-10-14,Decatur,Georgia,"1800 block of Meadow Ln, Decatur, Georgia, USA"
1189,2022-10-14,Westminster,Colorado,"Eaton St and W 92nd Ave, Westminster, Colorado, USA"
1190,2022-10-14,Atlanta,Georgia,"125 Victor Cir, Atlanta, Georgia, USA"
1191,2022-10-14,Saint Clair Shores,Michigan,"I-94 and 9 Mile Rd, Saint Clair Shores, Michigan, USA"
1192,2022-10-14,Richmond,Virginia,"1211 Jahnke Rd, Richmond, Virginia, USA"
1193,2022-10-14,Corona (Queens),New York,"Mott Ave, Corona (Queens), New York, USA"
1194,2022-10-14,Chicago,Illinois,"7000 N Sacramento Ave, Chicago, Illinois, USA"
1195,2022-10-14,San Antonio,Texas,"E Fredericksburg Rd and La Harpe St, San Antonio, Texas, USA"
1196,2022-10-14,Wichita,Kansas,"3601 E Harry St, Wichita, Kansas, USA"
1197,2022-10-14,San Antonio,Texas,"1600 block of N Flores St, San Antonio, Texas, USA"
1198,2022-10-14,Orlando,Florida,"2155 W Colonial Dr, Orlando, Florida, USA"
1199,2022-10-14,Prospect Heights,Illinois,"500 block of Piper Ln, Prospect Heights, Illinois, USA"
1200,2022-10-14,Houston,Texas,"10950 Tanner Park Ct, Houston, Texas, USA"
1201,2022-10-14,Cincinnati,Ohio,"3100 block of Beekman St, Cincinnati, Ohio, USA"
1202,2022-10-14,Saint Petersburg,Florida,"4905 34th St S, Saint Petersburg, Florida, USA"
1203,2022-10-14,Indianapolis,Indiana,"1600 block of E Troy Ave, Indianapolis, Indiana, USA"
1204,2022-10-14,Baltimore,Maryland,"2500 block of  W Patapsco Ave, Baltimore, Maryland, USA"
1205,2022-10-14,Desert Hot Springs,California,"13500 block of Mountain View, Desert Hot Springs, California, USA"
1206,2022-10-14,Albany,Georgia,"W 2nd Ave and Eugemar Dr, Albany, Georgia, USA"
1207,2022-10-14,Portland,Oregon,"1100 block of Holladay St, Portland, Oregon, USA"
1208,2022-10-14,New Orleans,Louisiana,"Almonaster Ave and Franklin Ave, New Orleans, Louisiana, USA"
1209,2022-10-14,Newport News,Virginia,"800 block of Walden Pond Ct, Newport News, Virginia, USA"
1210,2022-10-14,Milwaukee,Wisconsin,"3619 N 40th St, Milwaukee, Wisconsin, USA"
1211,2022-10-14,Milwaukee,Wisconsin,"W Vine St and N 34th St, Milwaukee, Wisconsin, USA"
1212,2022-10-14,Memphis,Tennessee,"2900 block of Mimosa Ave, Memphis, Tennessee, USA"
1213,2022-10-14,Tulsa,Oklahoma,"266 E Independence St, Tulsa, Oklahoma, USA"
1214,2022-10-13,Gautier,Mississippi,"Parkdale Dr, Gautier, Mississippi, USA"
1215,2022-10-13,Memphis,Tennessee,"7100 block of Dokkum Dr, Memphis, Tennessee, USA"
1216,2022-10-13,Knoxville,Tennessee,"2500 block of Parkview Ave, Knoxville, Tennessee, USA"
1217,2022-10-13,Gainesville,Georgia,"2200 block of Catalina Dr, Gainesville, Georgia, USA"
1218,2022-10-13,Detroit,Michigan,"Burt Rd and Tireman Ave, Detroit, Michigan, USA"
1219,2022-10-13,Brooklyn,New York,"441 Sutter Ave, Brooklyn, New York, USA"
1220,2022-10-13,Conley,Georgia,"1625 Conley Rd, Conley, Georgia, USA"
1221,2022-10-13,Louisville (Jeffersontown),Kentucky,"3000 block of Tree Ln, Louisville (Jeffersontown), Kentucky, USA"
1222,2022-10-13,Americus,Georgia,"300 block of E Forsyth St, Americus, Georgia, USA"
1223,2022-10-13,Fayetteville,Tennessee,"400 block of S Bellview Ave, Fayetteville, Tennessee, USA"
1224,2022-10-13,Las Vegas,Nevada,"800 block of E Flamingo Rd, Las Vegas, Nevada, USA"
1225,2022-10-13,Kenosha,Wisconsin,"6300 block of 24th Ave, Kenosha, Wisconsin, USA"
1226,2022-10-13,Chauncey,Georgia,"Brown St, Chauncey, Georgia, USA"
1227,2022-10-13,Baltimore,Maryland,"2400 block of Woodbrook Ave, Baltimore, Maryland, USA"
1228,2022-10-13,Madison,Tennessee,"333 Rio Vista Dr, Madison, Tennessee, USA"
1229,2022-10-13,Chicago,Illinois,"2000 block of E 72nd Pl, Chicago, Illinois, USA"
1230,2022-10-13,Vernal (Maeser),Utah,"500 N St and Kentucky Way, Vernal (Maeser), Utah, USA"
1231,2022-10-13,Washington,District of Columbia,"500 block of 48th Pl NE, Washington, District of Columbia, USA"
1232,2022-10-13,Windsor,Wisconsin,"4506 Lake Cir, Windsor, Wisconsin, USA"
1233,2022-10-13,Glendale,Arizona,"4801 W Maryland Ave, Glendale, Arizona, USA"
1234,2022-10-13,Raleigh,North Carolina,"5300 block of Sahalee Way, Raleigh, North Carolina, USA"
1235,2022-10-13,Buckhead,Georgia,"1226 Peachtree Battle Ave NW, Buckhead, Georgia, USA"
1236,2022-10-13,Topeka,Kansas,"4500 SW Topeka Blvd, Topeka, Kansas, USA"
1237,2022-10-13,Baltimore,Maryland,"4800 block of Reisterstown Rd, Baltimore, Maryland, USA"
1238,2022-10-13,Lewiston Woodville,North Carolina,"NC-11, Lewiston Woodville, North Carolina, USA"
1239,2022-10-13,Philadelphia,Pennsylvania,"2220 W Berks St, Philadelphia, Pennsylvania, USA"
1240,2022-10-13,Miami Beach,Florida,"1650 Washington Ave, Miami Beach, Florida, USA"
1241,2022-10-13,Central Point,Oregon,"2600 block of Kirtland Rd, Central Point, Oregon, USA"
1242,2022-10-13,Philadelphia,Pennsylvania,"3200 block of Cheltenham Ave, Philadelphia, Pennsylvania, USA"
1243,2022-10-13,Chicago,Illinois,"8600 block of S State St, Chicago, Illinois, USA"
1244,2022-10-13,Chicago,Illinois,"7100 block of S Lafayette Ave, Chicago, Illinois, USA"
1245,2022-10-13,Lake Charles,Louisiana,"1817 7th St, Lake Charles, Louisiana, USA"
1246,2022-10-13,Kansas City,Missouri,"The Paseo and E 81st St, Kansas City, Missouri, USA"
1247,2022-10-13,Labelle,Florida,"1563 Oxbow Dr, Labelle, Florida, USA"
1248,2022-10-13,Lake,Mississippi,"Johnson Town Rd, Lake, Mississippi, USA"
1249,2022-10-13,Clayton,Louisiana,"Margaret Cir, Clayton, Louisiana, USA"
1250,2022-10-13,Branchland,West Virginia,"Sand Gap Rd, Branchland, West Virginia, USA"
1251,2022-10-13,Saint Louis,Missouri,"3600 block of Montana St, Saint Louis, Missouri, USA"
1252,2022-10-12,Decatur,Illinois,"1300 block of E Walnut St, Decatur, Illinois, USA"
1253,2022-10-12,Oakland,California,"600 block of 11th St, Oakland, California, USA"
1254,2022-10-12,Baton Rouge,Louisiana,"17505 Jefferson Hwy, Baton Rouge, Louisiana, USA"
1255,2022-10-12,Grandview,Missouri,"13500 Kurzwell Rd, Grandview, Missouri, USA"
1256,2022-10-12,Dublin,Georgia,"136 Musgrove St, Dublin, Georgia, USA"
1257,2022-10-12,Indianapolis,Indiana,"3300 block of N Denny St, Indianapolis, Indiana, USA"
1258,2022-10-12,Santa Rosa,California,"411 Meadowgreen Dr, Santa Rosa, California, USA"
1259,2022-10-12,Macon,Georgia,"Main St and Leaf St, Macon, Georgia, USA"
1260,2022-10-12,Camp Verde,Arizona,"2910 S Old Church Rd, Camp Verde, Arizona, USA"
1261,2022-10-12,Anaconda,Montana,"6940 MT-1, Anaconda, Montana, USA"
1262,2022-10-12,Jacksonville,Florida,"6600 block of Doeboy St, Jacksonville, Florida, USA"
1263,2022-10-12,Brooklyn,New York,"1770 Pacific St, Brooklyn, New York, USA"
1264,2022-10-12,Columbus,Ohio,"777 Wedgewood Dr, Columbus, Ohio, USA"
1265,2022-10-12,Sanford,North Carolina,"Greenland Dr, Sanford, North Carolina, USA"
1266,2022-10-12,Des Moines,Iowa,"4205 Park Ave, Des Moines, Iowa, USA"
1267,2022-10-12,Denver,Colorado,"3550 S Harlan St, Denver, Colorado, USA"
1268,2022-10-12,Bristol,Connecticut,"310 Redstone Hill Rd, Bristol, Connecticut, USA"
1269,2022-10-12,Baltimore,Maryland,"2800 block of Baker St, Baltimore, Maryland, USA"
1270,2022-10-12,Baltimore,Maryland,"400 block of N Robinson St, Baltimore, Maryland, USA"
1271,2022-10-12,Jackson,Mississippi,"2010 Chadwick Dr, Jackson, Mississippi, USA"
1272,2022-10-12,Sacramento,California,"65th St and Sky Pkwy, Sacramento, California, USA"
1273,2022-10-12,Pittsburgh (Penn Hills),Pennsylvania,"Frankstown Rd, Pittsburgh (Penn Hills), Pennsylvania, USA"
1274,2022-10-12,Portland,Oregon,"16000 block of SE 122nd Ave, Portland, Oregon, USA"
1275,2022-10-12,Greenville,North Carolina,"111 Larkin Ln, Greenville, North Carolina, USA"
1276,2022-10-12,Williamston,North Carolina,"1758 Poplar Point Rd, Williamston, North Carolina, USA"
1277,2022-10-12,Philadelphia,Pennsylvania,"800 block of N 10th St, Philadelphia, Pennsylvania, USA"
1278,2022-10-12,Jackson,Mississippi,"Hickory Dr, Jackson, Mississippi, USA"
1279,2022-10-12,Mount Hope,New York,"41 Forrest Dr, Mount Hope, New York, USA"
1280,2022-10-12,Loon Lake,Washington,"4000 block of US-395, Loon Lake, Washington, USA"
1281,2022-10-12,New Orleans,Louisiana,"1400 block of Southlawn Blvd, New Orleans, Louisiana, USA"
1282,2022-10-12,Little Rock,Arkansas,"4423 W 12th St, Little Rock, Arkansas, USA"
1283,2022-10-12,Springfield,Massachusetts,"Main St, Springfield, Massachusetts, USA"
1284,2022-10-12,Milwaukee,Wisconsin,"5200 block of N Lovers Lane Rd, Milwaukee, Wisconsin, USA"
1285,2022-10-12,Milwaukee,Wisconsin,"1801 S 25th St, Milwaukee, Wisconsin, USA"
1286,2022-10-12,Redfox,Kentucky,"325 Hale Branch Rd, Redfox, Kentucky, USA"
1287,2022-10-12,Milwaukee,Wisconsin,"W Fond Du Lac Ave and N Beale St, Milwaukee, Wisconsin, USA"
1288,2022-10-12,Inwood,West Virginia,"Lobo Ln, Inwood, West Virginia, USA"
1289,2022-10-12,Detroit,Michigan,"5779 Loraine St, Detroit, Michigan, USA"
1290,2022-10-12,Billings (Lockwood),Montana,"US Hwy 87 E, Billings (Lockwood), Montana, USA"
1291,2022-10-11,Greenville,Mississippi,"Reed St and Rebecca St, Greenville, Mississippi, USA"
1292,2022-10-11,Brooklyn,New York,"5022 Ave M, Brooklyn, New York, USA"
1293,2022-10-11,Saucier,Mississippi,"F Ladner Rd and W Mitchell Rd, Saucier, Mississippi, USA"
1294,2022-10-11,Erwin,North Carolina,"700 block of W M St, Erwin, North Carolina, USA"
1295,2022-10-11,Chicago,Illinois,"7818 S Luella Ave, Chicago, Illinois, USA"
1296,2022-10-11,High Point (Archdale),North Carolina,"Huff Rd, High Point (Archdale), North Carolina, USA"
1297,2022-10-11,Jacksonville,Florida,"Detroit St and W 3rd St, Jacksonville, Florida, USA"
1298,2022-10-11,Cincinnati,Ohio,"Reading Rd and Avon Dr, Cincinnati, Ohio, USA"
1299,2022-10-11,North Highlands,California,"Madison Ave, North Highlands, California, USA"
1300,2022-10-11,Rocky Mount,North Carolina,"600 block of Cascade Ave, Rocky Mount, North Carolina, USA"
1301,2022-10-11,Portsmouth,Virginia,"Portsmouth Blvd and Woodstock St, Portsmouth, Virginia, USA"
1302,2022-10-11,Saint Louis (Ferguson),Missouri,"900 block of Thatcher Ave, Saint Louis (Ferguson), Missouri, USA"
1303,2022-10-11,Vernon,Texas,"1800 block of Deaf Smith St, Vernon, Texas, USA"
1304,2022-10-11,Wilmington,California,"E Street and Quay Ave, Wilmington, California, USA"
1305,2022-10-11,Chicago,Illinois,"125 E 133rd St, Chicago, Illinois, USA"
1306,2022-10-11,Chicago,Illinois,"S Jeffery Blvd and E 79th St, Chicago, Illinois, USA"
1307,2022-10-11,Saint Paul,Minnesota,"Grotto St N and Edmund Ave W, Saint Paul, Minnesota, USA"
1308,2022-10-11,Philadelphia,Pennsylvania,"1400 block of E Sharpnack St, Philadelphia, Pennsylvania, USA"
1309,2022-10-11,Savannah (Garden City),Georgia,"4000 block of 3rd St, Savannah (Garden City), Georgia, USA"
1310,2022-10-11,Victoria,Texas,"1000 block of E Virginia Ave, Victoria, Texas, USA"
1311,2022-10-11,Mountain View,Hawaii,"Lehua St, Mountain View, Hawaii, USA"
1312,2022-10-11,Denver,Colorado,"3636 S Depew St, Denver, Colorado, USA"
1313,2022-10-11,Salt Lake City,Utah,"1416 State St, Salt Lake City, Utah, USA"
1314,2022-10-11,Miami,Florida,"200 block of NW 34th Terrace, Miami, Florida, USA"
1315,2022-10-11,Vernon,Texas,"Commerce St, Vernon, Texas, USA"
1316,2022-10-11,Houston,Texas,"6061 Beverly Hill St, Houston, Texas, USA"
1317,2022-10-11,Houston,Texas,"11001 Fuqua St, Houston, Texas, USA"
1318,2022-10-11,Seaford,Delaware,"2800 block of W Stein Hwy, Seaford, Delaware, USA"
1319,2022-10-11,Portland,Oregon,"2620 NE 82nd Ave, Portland, Oregon, USA"
1320,2022-10-11,Philadelphia,Pennsylvania,"1400 block of E Sharpnack St, Philadelphia, Pennsylvania, USA"
1321,2022-10-11,Washington,District of Columbia,"2100 Maryland Ave NE, Washington, District of Columbia, USA"
1322,2022-10-11,Bloomington,Indiana,"3800 W Woodyard Rd, Bloomington, Indiana, USA"
1323,2022-10-11,Conley,Georgia,"I-285 and I-675, Conley, Georgia, USA"
1324,2022-10-11,Donaldsonville,Louisiana,"Lessard St and Opelousas St, Donaldsonville, Louisiana, USA"
1325,2022-10-11,Pueblo,Colorado,"2300 block of  W 13th St, Pueblo, Colorado, USA"
1326,2022-10-11,Cherry Hill,New Jersey,"3000 block of Chapel Ave W, Cherry Hill, New Jersey, USA"
1327,2022-10-11,Birmingham,Alabama,"Penfield Dr and Zion City Rd, Birmingham, Alabama, USA"
1328,2022-10-11,Gulfport,Mississippi,"20009 MS-53, Gulfport, Mississippi, USA"
1329,2022-10-11,Shreveport,Louisiana,"Wall St and Market St, Shreveport, Louisiana, USA"
1330,2022-10-11,Shreveport,Louisiana,"Jacob St and Norton St, Shreveport, Louisiana, USA"
1331,2022-10-11,Lumberton,North Carolina,"3500 block of Collins Dr, Lumberton, North Carolina, USA"
1332,2022-10-11,Shreveport,Louisiana,"1900 block of Patzman St, Shreveport, Louisiana, USA"
1333,2022-10-11,Grand Rapids,Michigan,"44th St and Eastern Ave SE, Grand Rapids, Michigan, USA"
1334,2022-10-11,Philadelphia,Pennsylvania,"N 52nd St and W Berks St, Philadelphia, Pennsylvania, USA"
1335,2022-10-10,El Centro,California,"2354 S 4th St, El Centro, California, USA"
1336,2022-10-10,Oklahoma City,Oklahoma,"3200 S Prospect Ave, Oklahoma City, Oklahoma, USA"
1337,2022-10-10,Delano,California,"County Line Road and Road 136, Delano, California, USA"
1338,2022-10-10,Brooklyn,New York,"790 Eldert Ln, Brooklyn, New York, USA"
1339,2022-10-10,Mims,Florida,"Cypress Ave, Mims, Florida, USA"
1340,2022-10-10,Maricopa,Arizona,"Placone Ln and Rancho El Dorado Pkwy, Maricopa, Arizona, USA"
1341,2022-10-10,Finleyville,Pennsylvania,"3700 PA-88, Finleyville, Pennsylvania, USA"
1342,2022-10-10,Columbus,Ohio,"810 Wedgewood Dr, Columbus, Ohio, USA"
1343,2022-10-10,Lancaster,California,"43530 17th St W, Lancaster, California, USA"
1344,2022-10-10,Trinity,Alabama,"Mountain Cove Dr, Trinity, Alabama, USA"
1345,2022-10-10,Bryant,Arkansas,"1916 Brandon Rd, Bryant, Arkansas, USA"
1346,2022-10-10,Saint Louis,Missouri,"3619 S Kingshighway Blvd, Saint Louis, Missouri, USA"
1347,2022-10-10,Checotah,Oklahoma,"I-40, Checotah, Oklahoma, USA"
1348,2022-10-10,Phoenix,Arizona,"1601 N 27th Ave, Phoenix, Arizona, USA"
1349,2022-10-10,Franklin,North Carolina,"Mack Branch Rd, Franklin, North Carolina, USA"
1350,2022-10-10,Omaha,Nebraska,"3827 Maple St, Omaha, Nebraska, USA"
1351,2022-10-10,Detroit,Michigan,"Fairview St and E Warren Ave, Detroit, Michigan, USA"
1352,2022-10-10,Columbus,Ohio,"1700 block of E Broad St, Columbus, Ohio, USA"
1353,2022-10-10,Boston,Massachusetts,"2990 Washington St, Boston, Massachusetts, USA"
1354,2022-10-10,Baltimore,Maryland,"2600 block of E Chase St, Baltimore, Maryland, USA"
1355,2022-10-10,Harmony,Wisconsin,"5100 block of N Buckskin Dr, Harmony, Wisconsin, USA"
1356,2022-10-10,Detroit,Michigan,"Telegraph Rd and Grand River Ave, Detroit, Michigan, USA"
1357,2022-10-10,Augusta,Georgia,"2822 Peach Orchard Rd, Augusta, Georgia, USA"
1358,2022-10-10,North Las Vegas,Nevada,"1344 W Carey Ave, North Las Vegas, Nevada, USA"
1359,2022-10-10,Milwaukee,Wisconsin,"5331 N 37th St, Milwaukee, Wisconsin, USA"
1360,2022-10-10,Saint Paul,Minnesota,"100 block of York Ave, Saint Paul, Minnesota, USA"
1361,2022-10-10,Colorado Springs,Colorado,"919 N 19th St, Colorado Springs, Colorado, USA"
1362,2022-10-10,Vero Beach,Florida,"27th Ave and Glendale Rd, Vero Beach, Florida, USA"
1363,2022-10-10,Fort Worth,Texas,"5300 block of Driftway Dr, Fort Worth, Texas, USA"
1364,2022-10-10,Paterson,New Jersey,"Van Houten St and Straight St, Paterson, New Jersey, USA"
1365,2022-10-10,Philadelphia,Pennsylvania,"800 block of S 48th St, Philadelphia, Pennsylvania, USA"
1366,2022-10-10,Clarksville,Indiana,"1351 Veterans Pkwy, Clarksville, Indiana, USA"
1367,2022-10-10,Philadelphia,Pennsylvania,"W 65th Ave and N Smedley St, Philadelphia, Pennsylvania, USA"
1368,2022-10-10,Jonesboro,Georgia,"681 Flint River Rd, Jonesboro, Georgia, USA"
1369,2022-10-10,Baton Rouge,Louisiana,"1457 Terrace Ave, Baton Rouge, Louisiana, USA"
1370,2022-10-10,Trenton,New Jersey,"336 Ellis Ave, Trenton, New Jersey, USA"
1372,2022-10-10,Jackson,Mississippi,"1805 Hospital Dr, Jackson, Mississippi, USA"
1373,2022-10-10,Knoxville,Tennessee,"3500 block of Holston Hills Rd, Knoxville, Tennessee, USA"
1374,2022-10-10,Houston,Texas,"8730 Westheimer Rd, Houston, Texas, USA"
1375,2022-10-10,Columbus,Georgia,"Hilton Ave, Columbus, Georgia, USA"
1376,2022-10-09,Salinas,California,"1100 block of San Ysidro Way, Salinas, California, USA"
1377,2022-10-09,Inman,South Carolina,"280 Bobo Dr, Inman, South Carolina, USA"
1378,2022-10-09,Greenwood,South Carolina,"Taggart Ave and New Market St, Greenwood, South Carolina, USA"
1379,2022-10-09,Boca Raton,Florida,"9400 block of Aegean Dr, Boca Raton, Florida, USA"
1380,2022-10-09,Decatur,Georgia,"Glen Hollow Cir, Decatur, Georgia, USA"
1381,2022-10-09,Hammond,Louisiana,"St Paul Loop, Hammond, Louisiana, USA"
1382,2022-10-09,Church Road,Virginia,"6300 block of Anderson Mill Rd, Church Road, Virginia, USA"
1383,2022-10-09,Stockton,California,"Aurora St and Worth St, Stockton, California, USA"
1384,2022-10-09,Miami,Florida,"727 NW 17th St, Miami, Florida, USA"
1385,2022-10-09,Miami,Florida,"525 NE 150th St, Miami, Florida, USA"
1386,2022-10-09,Coolidge,Arizona,"N Third St and West Vah Ki Inn Rd, Coolidge, Arizona, USA"
1387,2022-10-09,Anderson,Indiana,"2200 block of Fulton St, Anderson, Indiana, USA"
1388,2022-10-09,Angola,Indiana,"400 block of N Elizabeth St, Angola, Indiana, USA"
1389,2022-10-09,San Antonio,Texas,"2929 Rigsby Ave, San Antonio, Texas, USA"
1390,2022-10-09,Odessa,Texas,"TX-338, Odessa, Texas, USA"
1391,2022-10-09,Jacksonville,Arkansas,"300 Marshall Rd, Jacksonville, Arkansas, USA"
1392,2022-10-09,Columbia,South Carolina,"434 Greensprings Dr, Columbia, South Carolina, USA"
1394,2022-10-09,Richmond,Virginia,"1900 block of Q St, Richmond, Virginia, USA"
1395,2022-10-09,Wilmington,North Carolina,"300 block of Williamson Dr, Wilmington, North Carolina, USA"
1396,2022-10-09,Greensboro,North Carolina,"E Florida St and S O Henry Blvd, Greensboro, North Carolina, USA"
1397,2022-10-09,Cleveland (Garfield Heights),Ohio,"13600 block of Christine Ave, Cleveland (Garfield Heights), Ohio, USA"
1398,2022-10-09,Fairwood,Maryland,"4600 block of Dr Beans Legacy Cir, Fairwood, Maryland, USA"
1399,2022-10-09,Killeen,Texas,"200 block of Evergreen Dr, Killeen, Texas, USA"
1400,2022-10-09,Detroit,Michigan,"Meyers Rd and Wadsworth Ave, Detroit, Michigan, USA"
1401,2022-10-09,Tampa,Florida,"908 N Franklin St, Tampa, Florida, USA"
1402,2022-10-09,Birmingham (Midfield),Alabama,"900 block of 5th Ave, Birmingham (Midfield), Alabama, USA"
1403,2022-10-09,Philadelphia,Pennsylvania,"5200 block of Sydenham St, Philadelphia, Pennsylvania, USA"
1404,2022-10-09,Citrus Heights,California,"6315 Fountain Square Dr, Citrus Heights, California, USA"
1405,2022-10-09,Fall River,Massachusetts,"31 Rodman St, Fall River, Massachusetts, USA"
1406,2022-10-09,Memphis,Tennessee,"4770 Riverdale Rd, Memphis, Tennessee, USA"
1407,2022-10-09,Webster,Florida,"28057 State Rte 471, Webster, Florida, USA"
1408,2022-10-09,Indianapolis,Indiana,"100 block of N Euclid Ave, Indianapolis, Indiana, USA"
1409,2022-10-09,Camby,Indiana,"8543 E Landersdale Rd, Camby, Indiana, USA"
1410,2022-10-09,Reno,Nevada,"Museum Dr, Reno, Nevada, USA"
1411,2022-10-09,Chester,Pennsylvania,"2100 block of S Williams Cir, Chester, Pennsylvania, USA"
1412,2022-10-09,Crosby,Texas,"3907 Roving Meadows Ln, Crosby, Texas, USA"
1413,2022-10-09,Little Rock,Arkansas,"200 block of W 4th St, Little Rock, Arkansas, USA"
1414,2022-10-09,Valley Springs,California,"7000 block of Gabor St, Valley Springs, California, USA"
1415,2022-10-09,Birmingham (Ensley),Alabama,"1900 block of 28th St, Birmingham (Ensley), Alabama, USA"
1416,2022-10-09,Warner Robins,Georgia,"Todd Cir, Warner Robins, Georgia, USA"
1417,2022-10-09,Camas,Washington,"NE Winters Rd and 86th St, Camas, Washington, USA"
1418,2022-10-09,Decatur,Alabama,"1200 block of Pennylane, Decatur, Alabama, USA"
1419,2022-10-09,Rock Island,Illinois,"1500 block of 8th St, Rock Island, Illinois, USA"
1420,2022-10-09,Charlotte,North Carolina,"1905 Eastway Dr, Charlotte, North Carolina, USA"
1421,2022-10-09,Lumberton,Texas,"Church Loop, Lumberton, Texas, USA"
1422,2022-10-09,Wilmington,Delaware,"300 block of N Harrison St, Wilmington, Delaware, USA"
1423,2022-10-09,Memphis,Tennessee,"4855 American Way, Memphis, Tennessee, USA"
1424,2022-10-09,Detroit,Michigan,"Binder St and W 7 Mile Rd, Detroit, Michigan, USA"
1425,2022-10-09,Nashville,Tennessee,"3220 Vailview Dr, Nashville, Tennessee, USA"
1426,2022-10-09,Chicago,Illinois,"408 S Wells St, Chicago, Illinois, USA"
1427,2022-10-09,Jackson,Mississippi,"Cox St, Jackson, Mississippi, USA"
1428,2022-10-09,La Place (Laplace),Louisiana,"1400 block of Van Arpel Dr, La Place (Laplace), Louisiana, USA"
1429,2022-10-09,Tacoma,Washington,"5200 block of S M St, Tacoma, Washington, USA"
1430,2022-10-09,Tacoma,Washington,"Pacific Ave and S 80th St, Tacoma, Washington, USA"
1431,2022-10-09,Trenton,New Jersey,"50 block of Ewing St, Trenton, New Jersey, USA"
1432,2022-10-09,Cudahy,Wisconsin,"3540 Library Dr, Cudahy, Wisconsin, USA"
1433,2022-10-09,New Orleans,Louisiana,"1800 block of Port St, New Orleans, Louisiana, USA"
1434,2022-10-09,Kingston,Massachusetts,"257 Elm St, Kingston, Massachusetts, USA"
1435,2022-10-09,Houston,Texas,"12800 Dunlap St, Houston, Texas, USA"
1436,2022-10-09,Houston,Texas,"4100 block of Rain Willow Ct, Houston, Texas, USA"
1437,2022-10-09,Henryetta,Oklahoma,"US-75 and Catalpa Rd, Henryetta, Oklahoma, USA"
1438,2022-10-08,Antioch,California,"2600 block of Belmont Ln, Antioch, California, USA"
1439,2022-10-08,Houston,Texas,"10012 Cullen Blvd, Houston, Texas, USA"
1440,2022-10-08,Gary,Indiana,"2300 block of Marshalltown Ln, Gary, Indiana, USA"
1441,2022-10-08,Berkeley,California,"Durant Ave and Telegraph Ave, Berkeley, California, USA"
1442,2022-10-08,Newport News,Virginia,"53 Colony Square Ct, Newport News, Virginia, USA"
1443,2022-10-08,Lumberton,North Carolina,"207 S Rozier St, Lumberton, North Carolina, USA"
1444,2022-10-08,Lynwood,California,"10000 block of Long Beach Blvd, Lynwood, California, USA"
1445,2022-10-08,Knoxville,Tennessee,"2806 Linden Ave, Knoxville, Tennessee, USA"
1446,2022-10-08,Avondale,Arizona,"Elwood St and El Mirage Rd, Avondale, Arizona, USA"
1447,2022-10-08,North Highlands,California,"Whitecliff Way, North Highlands, California, USA"
1448,2022-10-08,New Bern,North Carolina,"600 block of First Ave, New Bern, North Carolina, USA"
1449,2022-10-08,Norfolk,Virginia,"3100 block of Illinois Ave, Norfolk, Virginia, USA"
1450,2022-10-08,Roanoke,Virginia,"2700 block of Hoover St NW, Roanoke, Virginia, USA"
1451,2022-10-08,Columbia,South Carolina,"S Lake Dr, Columbia, South Carolina, USA"
1452,2022-10-08,Hurtsboro,Alabama,"Ross Rd, Hurtsboro, Alabama, USA"
1453,2022-10-08,Dallas,Texas,"1900 block of Main St, Dallas, Texas, USA"
1454,2022-10-08,Timmonsville,South Carolina,"Victor White Rd, Timmonsville, South Carolina, USA"
1455,2022-10-08,Naples,Florida,"9108 Strada Pl, Naples, Florida, USA"
1456,2022-10-08,Hamilton,Ohio,"1940 Fairgrove Ave, Hamilton, Ohio, USA"
1457,2022-10-08,Atlanta,Georgia,"855 Oak St SW, Atlanta, Georgia, USA"
1458,2022-10-08,Anniston,Alabama,"400 block of W 29th St, Anniston, Alabama, USA"
1459,2022-10-08,Eagle Rock,Virginia,"22000 block of Botetourt Rd, Eagle Rock, Virginia, USA"
1460,2022-10-08,Massillon,Ohio,"3516 Lincoln Way E, Massillon, Ohio, USA"
1461,2022-10-08,Philadelphia,Pennsylvania,"800 block of E Chelten Ave, Philadelphia, Pennsylvania, USA"
1462,2022-10-08,Lagrange,Georgia,"201 Brown St, Lagrange, Georgia, USA"
1463,2022-10-08,Suffolk,Virginia,"820 W Constance Rd, Suffolk, Virginia, USA"
1464,2022-10-08,Logansport,Indiana,"1800 block of 18th St, Logansport, Indiana, USA"
1465,2022-10-08,Indianapolis,Indiana,"2815 N Olney St, Indianapolis, Indiana, USA"
1466,2022-10-08,Macon,Georgia,"Bailey Ave, Macon, Georgia, USA"
1467,2022-10-08,Byron,Georgia,"Mosely Rd, Byron, Georgia, USA"
1468,2022-10-08,Nashville,Tennessee,"Dr DB Todd Jr Blvd and Cockrill St, Nashville, Tennessee, USA"
1469,2022-10-08,Bridgeport,Connecticut,"Broad St and Fairfield Ave, Bridgeport, Connecticut, USA"
1470,2022-10-08,Homestead,Florida,"15000 block of SW 299th St, Homestead, Florida, USA"
